Student_ID,Student_Country,Question_ID,Type_of_Answer,Question_Level,Topic,Subtopic,Keywords
411,Portugal,330,0,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_Operations_with_complex_numbers_Imaginary_part_Modulus_of_a_complex_number
419,Portugal,330,0,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_Operations_with_complex_numbers_Imaginary_part_Modulus_of_a_complex_number
91,Lithuania,331,1,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
90,Lithuania,331,0,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
128,Lithuania,331,0,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
175,Italy,331,1,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
376,Portugal,331,0,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
1487,Portugal,331,1,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
71,Portugal,331,1,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
409,Portugal,331,1,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
414,Portugal,331,1,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
422,Portugal,331,0,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
422,Portugal,331,1,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
411,Portugal,331,0,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
419,Portugal,331,0,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
80,Lithuania,331,1,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
37,Portugal,331,1,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
28,Portugal,331,0,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
421,Portugal,331,1,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
41,Portugal,332,0,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
175,Italy,332,0,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
457,Portugal,332,1,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
591,Portugal,332,0,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
769,Portugal,332,0,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
1487,Portugal,332,1,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
1487,Portugal,332,0,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
163,Portugal,332,0,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
411,Portugal,332,0,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
420,Portugal,332,0,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
551,Lithuania,332,0,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
80,Lithuania,332,0,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
37,Portugal,332,1,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
393,Lithuania,333,0,Advanced,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
393,Lithuania,333,0,Advanced,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
466,Portugal,333,0,Advanced,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
466,Portugal,333,0,Advanced,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
466,Portugal,333,0,Advanced,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
380,Portugal,333,0,Advanced,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
457,Portugal,333,1,Advanced,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
457,Portugal,333,0,Advanced,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
457,Portugal,333,1,Advanced,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
483,Portugal,333,1,Advanced,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
375,Portugal,333,0,Advanced,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
397,Portugal,333,0,Advanced,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
470,Portugal,333,1,Advanced,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
535,Portugal,333,1,Advanced,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
403,Portugal,333,1,Advanced,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
426,Portugal,333,1,Advanced,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
426,Portugal,333,0,Advanced,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
468,Portugal,333,1,Advanced,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
468,Portugal,333,0,Advanced,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_De_Moivre_formulas_Operations_with_complex_numbers_Imaginary_part
91,Lithuania,334,1,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
91,Lithuania,334,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
128,Lithuania,334,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
175,Italy,334,1,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
591,Portugal,334,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
769,Portugal,334,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
71,Portugal,334,1,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
414,Portugal,334,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
411,Portugal,334,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
411,Portugal,334,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
80,Lithuania,334,1,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
72,Portugal,334,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
576,Ireland,335,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
91,Lithuania,335,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
128,Lithuania,335,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
128,Lithuania,335,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
175,Italy,335,1,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
175,Italy,335,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
591,Portugal,335,1,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
1483,Portugal,335,1,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
69,Portugal,335,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
415,Portugal,335,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
376,Portugal,335,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
1487,Portugal,335,1,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
1487,Portugal,335,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
163,Portugal,335,1,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
414,Portugal,335,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
411,Portugal,335,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
422,Portugal,335,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
411,Portugal,335,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
407,Portugal,335,1,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
551,Lithuania,335,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
80,Lithuania,335,1,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
37,Portugal,335,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
28,Portugal,335,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
72,Portugal,335,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Operations_with_complex_numbers_Modulus_of_a_complex_number_Trigonometric_form
41,Portugal,336,0,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_Operations_with_complex_numbers_Modulus_of_a_complex_number_Imaginary_part
91,Lithuania,336,1,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_Operations_with_complex_numbers_Modulus_of_a_complex_number_Imaginary_part
128,Lithuania,336,0,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_Operations_with_complex_numbers_Modulus_of_a_complex_number_Imaginary_part
91,Lithuania,336,0,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_Operations_with_complex_numbers_Modulus_of_a_complex_number_Imaginary_part
457,Portugal,336,0,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_Operations_with_complex_numbers_Modulus_of_a_complex_number_Imaginary_part
415,Portugal,336,0,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_Operations_with_complex_numbers_Modulus_of_a_complex_number_Imaginary_part
376,Portugal,336,0,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_Operations_with_complex_numbers_Modulus_of_a_complex_number_Imaginary_part
174,Portugal,336,1,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_Operations_with_complex_numbers_Modulus_of_a_complex_number_Imaginary_part
414,Portugal,336,0,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_Operations_with_complex_numbers_Modulus_of_a_complex_number_Imaginary_part
411,Portugal,336,0,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_Operations_with_complex_numbers_Modulus_of_a_complex_number_Imaginary_part
411,Portugal,336,0,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_Operations_with_complex_numbers_Modulus_of_a_complex_number_Imaginary_part
551,Lithuania,336,0,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_Operations_with_complex_numbers_Modulus_of_a_complex_number_Imaginary_part
37,Portugal,336,1,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_Operations_with_complex_numbers_Modulus_of_a_complex_number_Imaginary_part
28,Portugal,336,1,Basic,Complex_Numbers,Complex_Numbers,Conjugate_number_Real_part_Operations_with_complex_numbers_Modulus_of_a_complex_number_Imaginary_part
128,Lithuania,337,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number
91,Lithuania,337,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number
128,Lithuania,337,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number
175,Italy,337,1,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number
152,Portugal,337,1,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number
457,Portugal,337,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number
591,Portugal,337,1,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number
1487,Portugal,337,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number
174,Portugal,337,1,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number
71,Portugal,337,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number
422,Portugal,337,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number
411,Portugal,337,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number
407,Portugal,337,1,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number
420,Portugal,337,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number
80,Lithuania,337,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number
80,Lithuania,337,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number
37,Portugal,337,1,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number
28,Portugal,337,0,Basic,Complex_Numbers,Complex_Numbers,Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number
41,Portugal,338,0,Basic,Complex_Numbers,Complex_Numbers,Operations_with_complex_numbers_Modulus_of_a_complex_number_Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form
91,Lithuania,338,1,Basic,Complex_Numbers,Complex_Numbers,Operations_with_complex_numbers_Modulus_of_a_complex_number_Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form
90,Lithuania,338,0,Basic,Complex_Numbers,Complex_Numbers,Operations_with_complex_numbers_Modulus_of_a_complex_number_Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form
128,Lithuania,338,0,Basic,Complex_Numbers,Complex_Numbers,Operations_with_complex_numbers_Modulus_of_a_complex_number_Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form
90,Lithuania,338,0,Basic,Complex_Numbers,Complex_Numbers,Operations_with_complex_numbers_Modulus_of_a_complex_number_Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form
175,Italy,338,1,Basic,Complex_Numbers,Complex_Numbers,Operations_with_complex_numbers_Modulus_of_a_complex_number_Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form
175,Italy,338,0,Basic,Complex_Numbers,Complex_Numbers,Operations_with_complex_numbers_Modulus_of_a_complex_number_Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form
1504,Portugal,338,1,Basic,Complex_Numbers,Complex_Numbers,Operations_with_complex_numbers_Modulus_of_a_complex_number_Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form
415,Portugal,338,0,Basic,Complex_Numbers,Complex_Numbers,Operations_with_complex_numbers_Modulus_of_a_complex_number_Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form
769,Portugal,338,0,Basic,Complex_Numbers,Complex_Numbers,Operations_with_complex_numbers_Modulus_of_a_complex_number_Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form
163,Portugal,338,0,Basic,Complex_Numbers,Complex_Numbers,Operations_with_complex_numbers_Modulus_of_a_complex_number_Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form
71,Portugal,338,1,Basic,Complex_Numbers,Complex_Numbers,Operations_with_complex_numbers_Modulus_of_a_complex_number_Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form
409,Portugal,338,1,Basic,Complex_Numbers,Complex_Numbers,Operations_with_complex_numbers_Modulus_of_a_complex_number_Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form
411,Portugal,338,0,Basic,Complex_Numbers,Complex_Numbers,Operations_with_complex_numbers_Modulus_of_a_complex_number_Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form
80,Lithuania,338,1,Basic,Complex_Numbers,Complex_Numbers,Operations_with_complex_numbers_Modulus_of_a_complex_number_Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form
72,Portugal,338,0,Basic,Complex_Numbers,Complex_Numbers,Operations_with_complex_numbers_Modulus_of_a_complex_number_Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form
72,Portugal,338,0,Basic,Complex_Numbers,Complex_Numbers,Operations_with_complex_numbers_Modulus_of_a_complex_number_Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation_Trigonometric_form
90,Lithuania,339,1,Basic,Complex_Numbers,Complex_Numbers,Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number_Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation
128,Lithuania,339,0,Basic,Complex_Numbers,Complex_Numbers,Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number_Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation
90,Lithuania,339,0,Basic,Complex_Numbers,Complex_Numbers,Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number_Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation
175,Italy,339,1,Basic,Complex_Numbers,Complex_Numbers,Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number_Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation
175,Italy,339,0,Basic,Complex_Numbers,Complex_Numbers,Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number_Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation
175,Italy,339,1,Basic,Complex_Numbers,Complex_Numbers,Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number_Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation
175,Italy,339,1,Basic,Complex_Numbers,Complex_Numbers,Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number_Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation
175,Italy,339,1,Basic,Complex_Numbers,Complex_Numbers,Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number_Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation
152,Portugal,339,1,Basic,Complex_Numbers,Complex_Numbers,Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number_Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation
415,Portugal,339,0,Basic,Complex_Numbers,Complex_Numbers,Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number_Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation
769,Portugal,339,0,Basic,Complex_Numbers,Complex_Numbers,Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number_Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation
163,Portugal,339,1,Basic,Complex_Numbers,Complex_Numbers,Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number_Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation
409,Portugal,339,0,Basic,Complex_Numbers,Complex_Numbers,Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number_Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation
411,Portugal,339,0,Basic,Complex_Numbers,Complex_Numbers,Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number_Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation
420,Portugal,339,0,Basic,Complex_Numbers,Complex_Numbers,Trigonometric_form_Operations_with_complex_numbers_Modulus_of_a_complex_number_Algebraic_form_Principal_argument_De_Moivre_formulas_Polar_representation
